order_id,timestamp,hour_of_day,day_of_week,month,is_weekend,weather,weather_mult,tod_mult,ch_distance_km,segment_count,turn_count,road_highway_frac,road_primary_frac,road_secondary_frac,road_residential_frac,cpm_slack_min,batch_size,estimated_prep_variance,stage_delay_placed,stage_delay_prep,stage_delay_pickup,stage_delay_transit,stage_delay_delivered,route_time_min,cpm_eta_min,weather_delay_min,ground_truth_eta,is_late
4533,2024-03-09 19:06:11.365989,19,5,3,1,cloudy,1.05,1.35,3.843,84,6,0.0,0.0,0.4048,0.5952,0.0,3.0,16.9729,0.36,7.03,3.42,8.27,0.14,23.316,19.22,1.166,43.397,1
4322,2024-03-09 22:18:10.856000,22,5,3,1,clear,1.0,1.0,31.605,377,13,0.2042,0.13,0.5491,0.1167,0.0,2.0,17.6706,1.4,10.66,1.36,8.92,0.28,104.845,22.62,0.0,127.446,1
2442,2024-03-09 22:56:19.704324,22,5,3,1,clear,1.0,1.0,28.681,261,23,0.0575,0.249,0.4828,0.2107,0.0,4.0,15.4194,0.88,7.37,2.3,6.85,0.54,101.846,17.94,0.0,120.851,1
2163,2024-03-10 00:10:16.932306,0,6,3,1,clear,1.0,1.0,18.16,358,19,0.0307,0.1564,0.6117,0.2011,0.0,2.0,15.741,1.75,1.46,0.66,7.97,0.2,66.645,12.04,0.0,78.711,1
2630,2024-03-10 03:06:28.247150,3,6,3,1,rainy,1.25,1.0,16.031,210,16,0.0143,0.2143,0.6571,0.1143,0.0,4.0,16.2423,1.73,2.2,8.45,11.34,0.59,71.78,24.31,17.945,112.864,1
3150,2024-03-10 04:36:27.083308,4,6,3,1,clear,1.0,1.0,10.585,206,14,0.0097,0.0049,0.3835,0.6019,0.0,4.0,15.1161,0.68,9.18,1.82,13.69,0.21,45.055,25.58,0.0,70.713,1
1809,2024-03-10 07:05:20.321383,7,6,3,1,clear,1.0,1.0,9.047,144,8,0.0208,0.1806,0.5903,0.2083,0.0,2.0,16.399,1.09,3.85,1.78,13.58,0.69,33.244,20.99,0.0,54.331,1
3012,2024-03-10 07:09:11.654133,7,6,3,1,rainy,1.25,1.0,3.414,51,2,0.0,0.2941,0.0,0.7059,0.0,4.0,15.6261,0.84,4.71,4.21,3.54,0.34,17.412,13.64,4.353,34.498,1
1675,2024-03-10 07:15:23.052375,7,6,3,1,cloudy,1.05,1.0,18.37,233,17,0.1974,0.2833,0.3863,0.133,0.0,4.0,14.4437,1.38,2.92,0.9,25.4,0.57,62.419,31.17,3.121,95.052,1
3687,2024-03-10 09:35:57.303174,9,6,3,1,cloudy,1.05,1.35,13.441,174,19,0.2241,0.0115,0.5747,0.1897,0.0,4.0,17.1331,1.29,10.76,1.2,8.21,0.24,65.165,21.7,3.258,91.624,1
3864,2024-03-10 11:53:32.677939,11,6,3,1,clear,1.0,1.1,24.567,355,15,0.0225,0.2451,0.6901,0.0423,0.0,2.0,15.6143,3.24,9.19,3.28,12.82,0.26,94.228,28.79,0.0,120.682,1
66,2024-03-10 11:59:27.059316,11,6,3,1,heavy_rain,1.55,1.1,27.378,293,15,0.1195,0.2628,0.5461,0.0717,0.0,5.0,15.3937,2.86,3.91,3.27,20.48,0.66,155.478,31.18,85.513,273.239,1
2767,2024-03-10 23:07:41.229261,23,6,3,1,clear,1.0,1.0,9.09,143,1,0.0,0.0,0.993,0.007,0.0,5.0,15.0624,2.46,19.18,5.13,12.97,0.21,33.617,39.95,0.0,73.664,1
3197,2024-03-10 23:21:03.360989,23,6,3,1,clear,1.0,1.0,9.613,174,15,0.0345,0.1264,0.4253,0.4138,0.0,5.0,16.6552,0.68,12.11,10.9,21.85,0.35,37.274,45.89,0.0,83.507,1
4986,2024-03-11 00:34:32.509470,0,0,3,0,clear,1.0,1.0,3.232,50,2,0.0,0.24,0.0,0.76,0.0,4.0,15.7153,1.6,15.63,2.77,11.23,0.27,13.561,31.5,0.0,45.015,1
2355,2024-03-11 01:11:03.338042,1,0,3,0,clear,1.0,1.0,14.818,241,23,0.0,0.0498,0.61,0.3402,0.0,5.0,15.8212,2.12,15.67,0.52,8.8,0.72,58.643,27.83,0.0,85.467,1
4681,2024-03-11 02:07:21.963715,2,0,3,0,heavy_rain,1.55,1.0,18.897,279,17,0.0,0.362,0.4875,0.1505,0.0,4.0,16.1558,1.0,9.12,4.23,7.63,0.4,103.116,22.38,56.714,181.089,1
4489,2024-03-11 04:00:52.534281,4,0,3,0,cloudy,1.05,1.0,11.558,134,10,0.0821,0.1418,0.5597,0.2164,0.0,3.0,16.1,0.73,2.55,1.18,11.7,0.46,43.632,16.62,2.182,60.152,1
656,2024-03-11 04:14:02.837895,4,0,3,0,clear,1.0,1.0,7.901,132,12,0.0227,0.0152,0.6894,0.2727,0.0,3.0,17.0778,1.15,1.48,2.54,8.82,0.68,30.618,14.67,0.0,46.187,1
16,2024-03-11 04:26:52.982334,4,0,3,0,clear,1.0,1.0,26.659,420,27,0.0071,0.0429,0.5929,0.3571,0.0,4.0,15.6885,1.44,2.9,1.12,8.62,0.21,105.693,14.29,0.0,118.273,1
2628,2024-03-11 05:39:29.462566,5,0,3,0,rainy,1.25,1.0,12.498,218,19,0.0,0.2569,0.5826,0.1606,0.0,2.0,16.5434,1.82,7.0,2.05,10.64,0.39,56.424,21.9,14.106,91.075,1
4965,2024-03-11 07:13:33.171415,7,0,3,0,cloudy,1.05,1.0,16.608,332,19,0.0151,0.009,0.6958,0.2801,0.0,4.0,15.5797,1.55,11.96,3.47,11.04,0.97,68.094,28.99,3.405,100.035,1
3454,2024-03-11 09:19:28.108397,9,0,3,0,clear,1.0,1.35,18.008,342,16,0.0351,0.0936,0.7222,0.1491,0.0,3.0,15.7557,0.89,9.1,4.59,14.9,1.04,89.219,30.52,0.0,120.227,1
4695,2024-03-11 09:50:02.660308,9,0,3,0,clear,1.0,1.35,30.677,275,17,0.0655,0.3018,0.5382,0.0945,0.0,4.0,14.4905,1.24,7.49,5.43,14.64,0.39,141.18,29.19,0.0,170.604,1
4014,2024-03-11 10:09:13.815743,10,0,3,0,clear,1.0,1.35,13.132,249,14,0.0,0.2129,0.5823,0.2048,0.0,3.0,16.038,0.91,6.28,4.96,12.64,0.92,65.336,25.71,0.0,91.194,1
2016,2024-03-11 11:22:36.103694,11,0,3,0,clear,1.0,1.1,33.858,275,29,0.2727,0.0364,0.3964,0.2945,0.0,4.0,16.2439,1.33,6.33,2.45,23.65,0.52,126.477,34.28,0.0,159.789,1
4542,2024-03-11 12:04:44.188378,12,0,3,0,cloudy,1.05,1.1,8.358,128,12,0.0,0.3125,0.5312,0.1562,0.0,5.0,15.4633,1.16,8.02,4.32,8.77,0.79,34.406,23.06,1.72,60.221,1
4258,2024-03-11 15:53:47.833152,15,0,3,0,cloudy,1.05,1.0,25.591,272,20,0.0441,0.1985,0.5735,0.1838,0.0,3.0,16.3752,1.23,3.23,5.23,22.76,0.32,96.602,32.77,4.83,133.221,1
3437,2024-03-11 17:56:28.650144,17,0,3,0,clear,1.0,1.35,7.866,142,8,0.0,0.0,0.7183,0.2817,0.0,4.0,16.8127,0.68,8.43,3.11,20.27,1.08,41.935,33.57,0.0,74.16,1
3543,2024-03-11 18:50:27.772794,18,0,3,0,clear,1.0,1.35,11.07,180,12,0.0,0.1111,0.6611,0.2278,0.0,5.0,15.1683,1.9,8.55,3.03,9.76,0.73,56.707,23.97,0.0,81.828,1
2938,2024-03-11 21:26:20.525872,21,0,3,0,clear,1.0,1.0,13.308,102,10,0.0,0.3725,0.3627,0.2647,0.0,4.0,14.8974,1.42,5.5,3.06,8.04,0.14,47.949,18.16,0.0,65.258,1
3917,2024-03-11 21:55:42.753295,21,0,3,0,clear,1.0,1.0,19.843,175,14,0.08,0.2857,0.5143,0.12,0.0,4.0,16.5682,1.72,7.73,2.83,8.01,1.28,67.757,21.57,0.0,89.803,1
1414,2024-03-11 22:17:51.527162,22,0,3,0,rainy,1.25,1.0,13.171,120,9,0.05,0.05,0.85,0.05,0.0,3.0,17.8899,1.36,18.75,2.23,8.0,0.25,59.196,30.59,14.799,105.588,1
4637,2024-03-12 00:42:46.708603,0,1,3,0,clear,1.0,1.0,11.924,187,9,0.0,0.0,0.8128,0.1872,0.0,2.0,17.1722,2.13,3.17,4.53,28.11,0.2,46.015,38.14,0.0,83.975,1
2707,2024-03-12 00:46:02.287439,0,1,3,0,clear,1.0,1.0,9.322,105,5,0.581,0.0,0.3048,0.1143,0.0,5.0,16.721,1.35,6.78,2.57,19.3,0.17,26.753,30.17,0.0,56.08,1
626,2024-03-12 01:10:49.600331,1,1,3,0,rainy,1.25,1.0,16.63,230,10,0.3261,0.0087,0.5826,0.0826,0.0,5.0,15.4344,0.98,3.36,1.28,15.29,0.91,66.251,21.82,16.563,103.938,1
3313,2024-03-12 01:50:23.864628,1,1,3,0,cloudy,1.05,1.0,9.277,181,18,0.0608,0.0,0.3757,0.5635,0.0,4.0,16.6823,0.96,12.2,2.75,8.48,0.42,39.843,24.81,1.992,66.962,1
1516,2024-03-12 01:58:45.451928,1,1,3,0,clear,1.0,1.0,22.106,330,23,0.0121,0.0455,0.6242,0.3182,0.0,3.0,15.3879,1.67,6.02,1.44,16.44,0.68,86.502,26.25,0.0,110.749,1
3995,2024-03-12 03:13:27.101186,3,1,3,0,heavy_rain,1.55,1.0,7.637,94,4,0.0,0.0,0.7447,0.2553,0.0,5.0,13.661,0.96,13.68,1.28,9.27,0.21,46.443,25.4,25.544,97.68,1
1944,2024-03-12 10:02:22.533917,10,1,3,0,clear,1.0,1.35,18.345,318,22,0.0,0.0943,0.5881,0.3176,0.0,3.0,15.9517,0.9,4.67,2.12,6.77,0.88,96.411,15.34,0.0,112.193,1
2931,2024-03-12 10:28:11.858144,10,1,3,0,clear,1.0,1.35,7.565,116,8,0.0259,0.0517,0.7931,0.1293,0.0,2.0,15.685,1.34,4.19,1.86,10.28,1.24,37.859,18.91,0.0,57.902,1
3994,2024-03-12 11:31:26.789005,11,1,3,0,rainy,1.25,1.1,19.648,171,13,0.0468,0.3333,0.4094,0.2105,0.0,5.0,15.1046,2.28,9.15,1.57,13.5,0.35,94.682,26.85,23.671,144.719,1
776,2024-03-12 14:38:24.060073,14,1,3,0,cloudy,1.05,1.1,9.071,205,13,0.0,0.0,0.7268,0.2732,0.0,5.0,17.972,0.99,4.61,4.44,15.39,0.83,41.287,26.26,2.064,70.495,1
1433,2024-03-12 16:44:37.323799,16,1,3,0,clear,1.0,1.0,17.466,304,21,0.0132,0.2138,0.5691,0.2039,0.0,2.0,17.0411,1.22,7.47,3.68,9.58,0.94,63.89,22.89,0.0,85.346,1
2798,2024-03-12 18:37:18.438015,18,1,3,0,cloudy,1.05,1.35,14.636,96,5,0.1771,0.1875,0.5104,0.125,0.0,3.0,18.8099,2.86,10.02,4.16,9.38,0.69,69.025,27.11,3.451,101.082,1
3488,2024-03-12 22:47:58.882179,22,1,3,0,clear,1.0,1.0,24.906,416,20,0.0096,0.0481,0.7188,0.2236,0.0,2.0,17.5795,2.71,7.4,4.78,16.79,0.23,95.319,31.91,0.0,129.727,1
3946,2024-03-13 00:56:25.005964,0,2,3,0,cloudy,1.05,1.0,17.108,328,22,0.0396,0.003,0.4817,0.4756,0.0,2.0,15.7021,1.47,3.8,0.98,6.0,0.4,72.713,12.65,3.636,88.432,1
1418,2024-03-13 01:22:41.195437,1,2,3,0,cloudy,1.05,1.0,10.643,179,15,0.0,0.1453,0.2402,0.6145,0.0,2.0,14.3199,0.66,8.2,1.99,17.28,0.29,46.272,28.42,2.314,76.52,1
4103,2024-03-13 03:05:25.126178,3,2,3,0,heavy_rain,1.55,1.0,17.536,166,9,0.1325,0.1145,0.5723,0.1807,0.0,5.0,14.1406,2.47,7.95,4.45,9.58,1.44,95.032,25.89,52.268,171.33,1
4789,2024-03-13 04:33:31.805118,4,2,3,0,clear,1.0,1.0,12.362,214,10,0.0047,0.0607,0.6682,0.2664,0.0,2.0,16.0683,0.96,5.64,1.03,16.01,0.71,47.792,24.35,0.0,72.593,1
1051,2024-03-13 07:38:43.397453,7,2,3,0,clear,1.0,1.0,20.6,311,28,0.0482,0.1929,0.3891,0.3698,0.0,3.0,17.4398,1.0,9.98,6.09,12.03,0.5,77.21,29.6,0.0,106.783,1
3168,2024-03-13 10:05:35.311728,10,2,3,0,clear,1.0,1.35,24.593,198,14,0.2172,0.0051,0.6162,0.1616,0.0,2.0,16.3838,2.05,6.86,1.78,13.95,0.69,113.408,25.33,0.0,138.227,1
3378,2024-03-13 11:46:57.026165,11,2,3,0,clear,1.0,1.1,17.166,296,26,0.0034,0.1554,0.6351,0.2061,0.0,4.0,16.0226,2.1,2.58,2.26,8.99,0.19,70.415,16.12,0.0,87.056,1
4334,2024-03-13 12:03:59.544904,12,2,3,0,cloudy,1.05,1.1,10.641,108,11,0.0833,0.2407,0.6111,0.0648,0.0,2.0,16.2791,2.1,11.21,1.75,14.92,0.16,41.811,30.14,2.091,73.517,1
1261,2024-03-13 12:08:41.123569,12,2,3,0,clear,1.0,1.1,8.75,110,6,0.4091,0.0,0.1909,0.4,0.0,5.0,17.5291,0.74,4.73,3.65,7.75,0.3,31.506,17.17,0.0,49.375,1
2402,2024-03-13 12:17:39.062165,12,2,3,0,rainy,1.25,1.1,12.929,201,5,0.0,0.0,0.8905,0.1095,0.0,4.0,18.2778,0.4,7.35,0.45,6.36,0.12,67.341,14.68,16.835,100.416,1
4402,2024-03-13 12:24:41.675453,12,2,3,0,cloudy,1.05,1.1,23.12,375,22,0.0,0.1013,0.6347,0.264,0.0,3.0,16.3275,0.4,6.87,5.5,8.31,0.25,102.444,21.33,5.122,129.559,1
6,2024-03-13 13:49:04.152054,13,2,3,0,clear,1.0,1.1,16.187,152,15,0.0987,0.3816,0.4211,0.0987,0.0,3.0,14.5209,1.09,10.49,3.04,7.57,0.9,58.777,23.09,0.0,81.834,1
3362,2024-03-13 19:21:57.451214,19,2,3,0,cloudy,1.05,1.35,30.274,428,27,0.1776,0.0023,0.3668,0.4533,0.0,4.0,15.7779,2.43,3.77,3.62,13.45,0.57,159.799,23.84,7.99,192.21,1
126,2024-03-13 20:15:28.767692,20,2,3,0,rainy,1.25,1.35,12.267,141,16,0.0142,0.2624,0.3901,0.3333,0.0,3.0,16.3989,0.86,14.12,2.8,2.5,0.48,77.105,20.76,19.276,116.313,1
3470,2024-03-13 21:33:14.339780,21,2,3,0,clear,1.0,1.0,23.005,434,18,0.0069,0.0276,0.7235,0.2419,0.0,2.0,17.0494,0.66,2.8,0.27,8.38,0.77,89.022,12.88,0.0,100.935,1
3678,2024-03-13 21:40:24.936957,21,2,3,0,clear,1.0,1.0,32.936,218,14,0.1514,0.2615,0.5505,0.0367,0.0,2.0,15.3252,0.8,5.32,1.46,11.08,0.24,107.287,18.9,0.0,127.247,1
851,2024-03-13 22:14:54.336138,22,2,3,0,cloudy,1.05,1.0,11.946,201,13,0.0149,0.0647,0.5821,0.3383,0.0,2.0,15.1832,1.0,6.9,1.75,11.71,0.57,49.015,21.93,2.451,72.841,1
2474,2024-03-13 22:52:20.074139,22,2,3,0,clear,1.0,1.0,9.668,125,8,0.0,0.048,0.416,0.536,0.0,3.0,15.0659,0.9,3.34,1.35,22.68,0.36,40.227,28.63,0.0,68.361,1
4778,2024-03-14 00:30:39.801284,0,3,3,0,rainy,1.25,1.0,21.671,372,22,0.0,0.164,0.6667,0.1694,0.0,4.0,16.051,1.28,9.09,3.87,15.57,1.36,100.135,31.17,25.034,156.106,1
4829,2024-03-14 01:14:58.140679,1,3,3,0,clear,1.0,1.0,16.005,241,9,0.2531,0.0,0.639,0.1079,0.0,2.0,14.5061,0.42,8.74,4.39,12.29,0.06,53.173,25.9,0.0,79.979,1
571,2024-03-14 01:33:44.161496,1,3,3,0,cloudy,1.05,1.0,30.167,348,23,0.0489,0.0287,0.5144,0.408,0.0,4.0,15.5064,0.08,10.81,3.03,14.59,0.66,124.579,29.17,6.229,160.431,1
2285,2024-03-14 02:18:29.647568,2,3,3,0,clear,1.0,1.0,24.08,275,13,0.0727,0.0873,0.7818,0.0582,0.0,5.0,15.2575,1.13,7.67,0.83,12.29,0.1,85.012,22.02,0.0,106.287,1
4067,2024-03-14 03:33:40.506299,3,3,3,0,rainy,1.25,1.0,12.986,179,12,0.2849,0.1788,0.3966,0.1397,0.0,2.0,17.1025,1.46,5.64,3.74,15.28,1.13,51.56,27.25,12.89,92.075,1
3704,2024-03-14 04:28:42.996423,4,3,3,0,clear,1.0,1.0,5.84,133,13,0.015,0.1128,0.4135,0.4586,0.0,4.0,17.5548,3.73,9.91,0.81,12.85,0.91,23.232,28.21,0.0,52.006,1
2349,2024-03-14 05:40:36.191843,5,3,3,0,clear,1.0,1.0,3.882,88,8,0.0,0.4205,0.4545,0.125,0.0,3.0,15.2549,1.8,3.56,2.81,12.62,1.18,13.418,21.97,0.0,36.119,1
1759,2024-03-14 06:05:50.853573,6,3,3,0,clear,1.0,1.0,33.896,205,13,0.1512,0.3366,0.2634,0.2488,0.0,2.0,13.3892,0.84,11.58,3.14,6.32,0.89,113.604,22.77,0.0,136.145,1
4593,2024-03-14 06:54:15.762117,6,3,3,0,clear,1.0,1.0,23.442,441,21,0.0,0.1474,0.678,0.1746,0.0,2.0,13.328,2.79,8.39,2.56,5.85,0.49,87.102,20.08,0.0,107.675,1
1337,2024-03-14 07:47:18.100212,7,3,3,0,clear,1.0,1.0,12.418,188,18,0.0106,0.0053,0.5426,0.4415,0.0,2.0,16.2765,1.56,4.28,1.43,14.57,0.6,50.662,22.44,0.0,72.998,1
2963,2024-03-14 08:14:30.577366,8,3,3,0,rainy,1.25,1.35,26.993,118,8,0.3305,0.1017,0.4746,0.0932,0.0,5.0,17.0009,0.95,7.03,2.42,13.06,0.52,142.541,23.98,35.635,202.113,1
3680,2024-03-14 10:26:54.316605,10,3,3,0,cloudy,1.05,1.35,12.288,179,8,0.0,0.2011,0.3352,0.4637,0.0,3.0,17.6795,0.52,4.78,2.73,17.04,0.1,68.462,25.17,3.423,96.007,1
2513,2024-03-14 11:43:28.413900,11,3,3,0,rainy,1.25,1.1,0.177,4,0,0.0,0.0,0.0,1.0,0.0,5.0,17.0907,2.26,12.14,3.82,8.19,0.88,1.168,27.29,0.292,29.873,0
4327,2024-03-14 14:54:16.210479,14,3,3,0,clear,1.0,1.1,7.301,161,7,0.0,0.0,0.8447,0.1553,0.0,3.0,16.0121,2.36,3.99,4.34,9.22,0.96,30.756,20.87,0.0,50.824,1
2839,2024-03-14 14:54:57.259315,14,3,3,0,cloudy,1.05,1.1,20.857,305,17,0.0098,0.0262,0.459,0.5049,0.0,3.0,16.4872,1.61,9.08,4.6,8.69,0.46,99.415,24.44,4.971,127.994,1
1515,2024-03-14 14:57:19.609130,14,3,3,0,clear,1.0,1.1,16.674,236,18,0.0127,0.0127,0.7161,0.2585,0.0,3.0,16.1245,1.62,3.6,2.86,12.1,0.92,71.278,21.1,0.0,90.21,1
2333,2024-03-14 15:24:20.055577,15,3,3,0,rainy,1.25,1.0,19.252,183,14,0.071,0.5082,0.1967,0.224,0.0,3.0,14.8789,0.56,5.28,2.65,12.82,0.29,80.506,21.6,20.127,121.365,1
2107,2024-03-14 19:22:02.651296,19,3,3,0,clear,1.0,1.35,21.594,170,10,0.0471,0.4588,0.4118,0.0824,0.0,5.0,15.744,0.78,6.98,1.75,8.07,0.81,96.768,18.39,0.0,114.614,1
3247,2024-03-14 20:20:15.307930,20,3,3,0,clear,1.0,1.35,21.434,300,22,0.0067,0.31,0.4467,0.2367,0.0,4.0,17.6917,1.31,8.19,1.2,17.91,0.12,104.681,28.73,0.0,133.841,1
2648,2024-03-14 22:25:15.067947,22,3,3,0,heavy_rain,1.55,1.0,11.153,123,11,0.1707,0.0407,0.2927,0.4959,0.0,3.0,15.9894,0.62,13.15,2.74,8.67,1.15,64.679,26.33,35.573,126.757,1
1546,2024-03-15 00:14:06.197947,0,4,3,0,cloudy,1.05,1.0,4.374,60,7,0.0,0.0,0.65,0.35,0.0,4.0,15.0088,1.34,3.29,4.67,13.87,0.8,18.448,23.97,0.922,42.916,1
2838,2024-03-15 02:02:31.499150,2,4,3,0,clear,1.0,1.0,17.89,160,11,0.1062,0.0312,0.625,0.2375,0.0,5.0,14.563,2.33,15.39,2.01,16.96,0.79,65.435,37.48,0.0,101.877,1
4655,2024-03-15 02:20:30.968977,2,4,3,0,clear,1.0,1.0,6.586,134,3,0.0,0.0,0.5149,0.4851,0.0,2.0,16.7105,1.08,2.94,1.92,6.67,0.08,27.383,12.69,0.0,39.012,1
3531,2024-03-15 02:27:41.661985,2,4,3,0,clear,1.0,1.0,8.337,104,10,0.0769,0.1154,0.3173,0.4904,0.0,5.0,16.1222,1.03,3.0,1.76,15.85,0.51,32.238,22.15,0.0,54.118,1
3852,2024-03-15 03:30:52.648890,3,4,3,0,cloudy,1.05,1.0,24.782,351,21,0.0,0.2393,0.5527,0.208,0.0,4.0,16.3311,1.44,11.14,1.87,27.3,0.23,95.389,41.98,4.769,143.756,1
757,2024-03-15 05:13:47.213782,5,4,3,0,heavy_rain,1.55,1.0,18.222,152,8,0.1316,0.0066,0.8026,0.0592,0.0,4.0,16.4676,1.5,2.13,4.35,8.81,0.58,98.502,17.37,54.176,169.241,1
3086,2024-03-15 08:57:46.716155,8,4,3,0,clear,1.0,1.35,25.242,274,16,0.1496,0.1168,0.5,0.2336,0.0,5.0,15.5166,1.59,1.94,1.68,12.53,0.09,119.421,17.83,0.0,138.45,1
607,2024-03-15 11:14:29.755735,11,4,3,0,clear,1.0,1.1,6.976,194,11,0.0,0.0052,0.6907,0.3041,0.0,3.0,17.7209,0.66,11.88,1.21,19.33,0.79,30.432,33.87,0.0,64.221,1
3784,2024-03-15 11:24:25.849701,11,4,3,0,clear,1.0,1.1,26.921,281,17,0.1566,0.2313,0.3167,0.2954,0.0,4.0,15.4444,2.04,6.07,6.12,14.05,0.12,102.232,28.4,0.0,129.7,1
3705,2024-03-15 13:05:01.592959,13,4,3,0,rainy,1.25,1.1,10.529,212,15,0.0283,0.0519,0.6509,0.2689,0.0,4.0,16.2863,0.39,3.33,4.5,13.15,0.03,55.384,21.4,13.846,89.248,1
436,2024-03-15 14:44:47.649619,14,4,3,0,cloudy,1.05,1.1,23.055,360,26,0.0278,0.1861,0.4917,0.2944,0.0,4.0,16.5315,0.19,11.39,4.7,7.35,0.09,99.316,23.72,4.966,128.25,1
4827,2024-03-15 16:12:32.169812,16,4,3,0,rainy,1.25,1.0,9.06,98,5,0.0,0.3163,0.5612,0.1224,0.0,2.0,15.3506,2.61,10.9,1.77,16.21,0.57,40.028,32.06,10.007,81.309,1
2177,2024-03-15 21:09:39.493172,21,4,3,0,rainy,1.25,1.0,11.016,182,11,0.0,0.0165,0.6209,0.3626,0.0,3.0,16.0659,1.42,6.87,7.12,9.06,0.83,55.256,25.3,13.814,93.796,1
1894,2024-03-15 21:26:20.702249,21,4,3,0,clear,1.0,1.0,23.771,280,19,0.2714,0.0107,0.3393,0.3786,0.0,5.0,15.3466,2.61,4.23,2.05,10.59,0.91,82.705,20.39,0.0,102.88,1
1024,2024-03-15 21:30:09.743960,21,4,3,0,rainy,1.25,1.0,17.145,255,15,0.0,0.2588,0.5882,0.1529,0.0,4.0,17.4339,1.53,4.41,2.65,14.21,0.99,77.251,23.79,19.313,118.727,1
2751,2024-03-15 22:34:16.738331,22,4,3,0,cloudy,1.05,1.0,22.28,390,13,0.0051,0.1231,0.6949,0.1769,0.0,3.0,15.7353,0.63,14.09,3.59,18.92,0.5,87.221,37.73,4.361,127.491,1
1122,2024-03-16 00:37:19.833777,0,5,3,1,heavy_rain,1.55,1.0,7.133,183,10,0.0273,0.0,0.4973,0.4754,0.0,4.0,15.3383,1.7,6.79,2.27,13.96,0.88,45.108,25.6,24.809,96.891,1
3553,2024-03-16 01:58:44.729764,1,5,3,1,clear,1.0,1.0,14.354,245,19,0.0,0.0653,0.4898,0.4449,0.0,3.0,15.6934,3.18,1.63,4.35,9.08,0.53,58.088,18.77,0.0,75.509,1
4994,2024-03-16 02:13:41.913161,2,5,3,1,cloudy,1.05,1.0,13.046,160,12,0.1812,0.0,0.525,0.2938,0.0,4.0,15.8299,0.44,11.37,2.31,11.77,0.14,49.116,26.03,2.456,75.539,1
2081,2024-03-16 05:57:48.653444,5,5,3,1,clear,1.0,1.0,26.977,393,15,0.0483,0.2901,0.631,0.0305,0.0,4.0,18.3812,0.45,10.96,3.78,5.67,0.94,91.735,21.8,0.0,113.742,1
3579,2024-03-16 07:15:13.983767,7,5,3,1,rainy,1.25,1.0,32.226,368,24,0.0,0.2364,0.4076,0.356,0.0,5.0,17.3538,1.65,11.32,2.52,20.08,0.03,152.957,35.6,38.239,226.044,1
4835,2024-03-16 07:38:58.732850,7,5,3,1,clear,1.0,1.0,3.271,50,5,0.0,0.16,0.14,0.7,0.0,3.0,15.3517,2.29,9.79,5.08,9.29,0.3,13.797,26.75,0.0,39.069,1
176,2024-03-16 11:52:09.307726,11,5,3,1,cloudy,1.05,1.1,15.652,148,9,0.1824,0.1081,0.5676,0.1419,0.0,2.0,14.8109,0.58,5.29,6.49,5.92,0.12,61.215,18.4,3.061,80.249,1
3209,2024-03-16 12:39:34.069237,12,5,3,1,rainy,1.25,1.1,17.355,271,9,0.0517,0.3284,0.6089,0.0111,0.0,4.0,16.4586,0.38,11.57,1.59,6.0,0.33,80.016,19.87,20.004,119.752,1
4178,2024-03-16 13:23:01.294615,13,5,3,1,clear,1.0,1.1,11.641,135,14,0.0,0.2815,0.5556,0.163,0.0,5.0,15.1041,0.23,2.89,2.85,16.47,0.46,46.017,22.9,0.0,69.244,1
4897,2024-03-16 14:05:08.213573,14,5,3,1,cloudy,1.05,1.1,10.944,134,15,0.1567,0.0746,0.3955,0.3731,0.0,2.0,14.7176,0.36,2.98,6.66,13.97,0.52,45.964,24.49,2.298,73.137,1
2856,2024-03-16 16:34:46.403090,16,5,3,1,heavy_rain,1.55,1.0,14.294,289,14,0.0623,0.1869,0.5329,0.218,0.0,3.0,17.4436,3.24,14.08,3.57,14.47,0.86,79.696,36.22,43.833,160.842,1
4631,2024-03-16 22:57:50.675331,22,5,3,1,clear,1.0,1.0,20.21,290,24,0.0,0.1897,0.3621,0.4483,0.0,5.0,16.4349,2.69,5.98,3.41,8.79,0.51,79.349,21.38,0.0,100.522,1
4275,2024-03-17 03:24:54.749583,3,6,3,1,clear,1.0,1.0,19.67,327,16,0.0153,0.1865,0.4954,0.3028,0.0,3.0,15.3441,1.06,4.37,3.03,12.52,0.35,74.004,21.33,0.0,96.55,1
4415,2024-03-17 04:41:31.362922,4,6,3,1,rainy,1.25,1.0,5.687,112,6,0.0,0.0,0.4464,0.5536,0.0,4.0,16.791,1.31,9.16,4.53,3.49,0.9,30.092,19.39,7.523,56.321,1
3338,2024-03-17 05:16:07.735160,5,6,3,1,cloudy,1.05,1.0,15.071,209,20,0.0957,0.0239,0.5598,0.3206,0.0,3.0,16.7473,2.74,11.77,0.72,12.89,0.88,59.436,29.0,2.972,90.564,1
2506,2024-03-17 08:51:00.891829,8,6,3,1,clear,1.0,1.35,20.001,184,6,0.1304,0.0978,0.6848,0.087,0.0,2.0,16.1982,1.18,7.43,2.65,7.98,1.17,92.94,20.41,0.0,113.931,1
4462,2024-03-17 10:10:39.792151,10,6,3,1,rainy,1.25,1.35,20.871,230,14,0.1,0.2261,0.4913,0.1826,0.0,2.0,16.9395,3.58,8.43,2.67,9.59,0.46,122.234,24.73,30.558,175.481,1
1851,2024-03-17 14:14:43.565555,14,6,3,1,rainy,1.25,1.1,7.694,194,9,0.0,0.0,0.5825,0.4175,0.0,3.0,16.4521,1.26,8.14,2.24,7.31,0.66,43.227,19.61,10.807,74.029,1
